date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,Foreign_Investor_diff,Investment_Trust_diff,Margin_Purchase_diff,Short_Sale_diff
2012-05-02,3044,1602585,143211235,87.5,91.0,87.5,91.0,5.0,1229,398896,3000,-42,108
2012-05-03,3044,1528159,140353841,91.0,92.6,89.9,92.1,1.1,1057,-284000,-2627,-60,-120
2012-05-04,3044,1935850,177824282,90.9,92.9,90.1,92.6,0.5,1309,-836600,-1000,-62,-31
2012-05-07,3044,2965853,262106089,91.0,91.0,87.5,88.0,-4.6,1972,-1968102,77870,318,14
2012-05-08,3044,1230020,109653080,88.8,89.9,88.5,89.0,1.0,1028,-79300,-34000,-95,-171
2012-05-09,3044,2143901,192635938,88.7,90.8,88.0,89.5,0.5,1471,-173000,0,-127,-35
2012-05-10,3044,1630237,148260829,90.3,91.8,89.3,91.7,2.2,1221,692860,-28000,-118,-179
2012-05-11,3044,1698106,154064932,90.7,91.8,89.8,91.4,-0.3,1217,-514325,41000,-85,28
2012-05-14,3044,677985,61185145,91.4,91.9,89.5,90.6,-0.8,453,-12000,0,11,-24
2012-05-15,3044,791865,71465267,90.3,90.9,89.2,90.6,0.0,650,-283130,2000,6,84
2012-05-16,3044,2292964,202272517,90.0,90.3,87.1,87.5,-3.1,1658,-977491,-2000,134,45
2012-05-17,3044,1504224,132475964,88.9,88.9,86.6,88.0,0.5,1162,-316776,0,-17,84
2012-05-18,3044,1894073,162459046,85.7,86.5,85.0,85.4,-2.6,1319,-1098586,-26000,15,23
2012-05-21,3044,960821,82897813,85.4,87.1,85.4,85.4,0.0,588,-466711,0,-2,-4
2012-05-22,3044,1495223,128965735,86.0,87.0,85.5,86.5,1.1,1074,-881927,0,57,85
2012-05-23,3044,1227670,103793405,85.6,85.6,83.8,83.8,-2.7,905,-258000,-2000,4,-18
2012-05-24,3044,1380720,116123647,83.9,84.8,83.6,84.1,0.3,979,-493726,0,-20,-94
2012-05-25,3044,840750,70769500,84.6,85.0,83.8,84.0,-0.1,599,-339000,1000,-95,24
2012-05-28,3044,634712,53051150,83.0,84.5,82.8,84.0,0.0,463,-220711,0,34,89
2012-05-29,3044,2019925,174660265,84.5,88.0,84.5,87.2,3.2,1426,-320076,1000,48,148
2012-05-30,3044,2097452,179484893,86.5,86.5,84.8,85.2,-2.0,1541,-411777,-2675,142,39
2012-05-31,3044,2434603,202022225,84.0,84.0,82.0,83.2,-2.0,1601,-1162137,0,184,-33
2012-06-01,3044,1914078,156666825,82.6,83.0,80.5,81.0,-2.2,1298,-177078,-432000,6,-12
2012-06-04,3044,1182172,92153577,77.9,79.3,77.0,77.8,-3.2,928,25435,1000,-189,-1
2012-06-05,3044,1389202,110985177,78.5,80.5,78.5,79.5,1.7,935,-516850,501000,-7,9
2012-06-06,3044,1210746,97245902,80.0,81.1,79.5,79.5,0.0,1001,-595000,-59000,168,33
2012-06-07,3044,2251031,183002726,81.5,81.8,80.2,81.6,2.1,1564,-141295,0,-117,-43
2012-06-08,3044,1332945,108499967,82.5,82.5,80.3,82.3,0.7,967,-90971,13000,-80,-47
2012-06-11,3044,1333527,112678351,83.8,85.5,83.7,85.3,3.0,1034,318297,125000,-159,-7
2012-06-12,3044,529000,44255700,83.6,84.3,83.3,83.6,-1.7,437,-70000,-55000,13,26
2012-06-13,3044,822758,69420973,84.5,85.0,83.4,84.9,1.3,688,-191467,126000,-14,-4
2012-06-14,3044,1354292,112150029,84.1,84.6,82.0,82.3,-2.6,1088,-651955,87000,137,19
2012-06-15,3044,2964497,252886385,82.3,88.0,82.1,88.0,5.7,1520,739411,0,-125,-3
2012-06-18,3044,1222290,106993298,88.0,88.4,87.0,87.1,-0.9,835,8050,-150,71,72
2012-06-19,3044,2358105,198762665,86.2,86.9,82.8,83.5,-3.6,1746,-770728,-149000,397,57
2012-06-20,3044,1656704,139763622,84.0,84.8,84.0,84.7,1.2,1021,-9943,-230000,-66,-18
2012-06-21,3044,713586,60206839,84.5,85.0,83.9,84.3,-0.4,562,115116,-132000,-45,-1
2012-06-22,3044,1362323,112723995,83.5,83.5,82.3,82.4,-1.9,1124,-655701,-120000,242,-9
2012-06-25,3044,1228881,101257744,81.5,83.7,81.0,82.8,0.4,1018,105120,-2000,-35,-51
2012-06-26,3044,1396408,113658996,82.8,83.2,80.2,81.0,-1.8,1001,-584000,271,91,-31
2012-06-27,3044,1840760,149541689,81.5,81.9,80.8,81.0,0.0,1428,-489260,-130000,77,56
2012-06-28,3044,1165350,95509161,81.8,82.4,81.3,82.0,1.0,790,-267000,-2000,-112,24
2012-06-29,3044,988810,82179140,82.0,84.0,81.6,84.0,2.0,730,201000,150000,-129,28
2012-07-02,3044,761019,64275186,84.9,84.9,83.1,83.9,-0.1,563,-55478,-2000,-27,5
2012-07-03,3044,778223,65935419,84.0,85.0,84.0,84.8,0.9,599,24000,101000,-22,33
2012-07-04,3044,1037460,88275048,85.1,85.7,84.8,85.0,0.2,778,-210591,0,-28,11
2012-07-05,3044,3045782,258875302,85.2,85.9,84.2,85.9,0.9,642,-137918,-23000,-24,6
2012-07-06,3044,1187180,100514809,86.0,86.0,84.0,85.0,-0.9,715,-349000,-1000,12,51
2012-07-09,3044,588065,49916792,84.7,85.3,84.0,85.0,0.0,457,171000,0,-42,10
2012-07-10,3044,1853731,149710411,79.1,84.7,79.1,80.0,-5.0,1242,-587384,-188000,81,81
2012-07-11,3044,952550,76132740,78.0,80.8,78.0,80.5,0.5,709,-236000,0,3,34
2012-07-12,3044,3051056,238176535,79.2,80.3,76.6,77.5,-3.0,1816,-1785870,500000,-66,0
2012-07-13,3044,3344187,256151484,77.1,78.1,75.6,75.9,-1.6,1664,-2112293,299000,-42,0
2012-07-16,3044,3897663,288208088,75.1,76.5,73.0,74.0,-1.9,1756,-1648000,0,-95,0
2012-07-17,3044,2893890,202780050,69.6,70.8,69.6,70.0,0.0,1500,-1665000,16000,320,-38
2012-07-18,3044,1894380,134004240,70.5,71.6,70.0,70.1,0.1,1224,-932026,0,76,-37
2012-07-19,3044,1957562,138076220,71.0,71.4,70.1,70.4,0.3,1294,-1176808,-100000,314,-14
2012-07-20,3044,902208,63854571,70.0,71.2,70.0,71.1,0.7,652,-26000,0,9,-22
2012-07-23,3044,1975309,134584240,70.1,70.3,66.6,67.8,-3.3,1415,-943139,0,171,-79
2012-07-24,3044,2751199,183085629,66.5,67.8,65.5,66.4,-1.4,1432,-1428125,0,214,-31
2012-07-25,3044,6081058,394441312,66.0,66.4,63.0,63.8,-2.6,3310,-3908327,-100000,601,-6
2012-07-26,3044,2902519,189655935,64.6,65.8,64.1,65.2,1.4,1856,-565887,223000,-80,-95
2012-07-27,3044,4125015,278001709,66.5,68.2,66.1,67.5,2.3,2535,-1399825,37000,392,-10
