date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,Foreign_Investor_diff,Investment_Trust_diff,Margin_Purchase_diff,Short_Sale_diff
2012-05-02,2301,4692722,170727636,36.0,36.65,35.8,36.65,1.0,2566,1952844,33000,-170,42
2012-05-03,2301,2211131,80890066,36.8,36.8,36.2,36.65,0.0,1237,632223,-1458,-102,-46
2012-05-04,2301,5166369,190348192,35.65,37.5,35.65,37.1,0.45,2469,1607000,412000,-117,1
2012-05-07,2301,4348586,156680705,36.45,36.45,35.75,36.25,-0.85,2161,-1565000,0,-59,-1
2012-05-08,2301,3214265,117538834,36.5,36.95,36.0,36.7,0.45,1476,1293360,197000,-136,-6
2012-05-09,2301,3181502,114154663,36.3,36.4,35.6,35.6,-1.1,1618,-909000,0,148,45
2012-05-10,2301,3867319,139832195,35.4,36.5,35.35,36.3,0.7,1978,1289989,0,-259,-55
2012-05-11,2301,3993960,143063654,35.9,36.2,35.65,36.05,-0.25,1804,-776885,7000,27,6
2012-05-14,2301,1848713,66652730,35.75,36.3,35.7,36.25,0.2,1176,646000,0,-54,-3
2012-05-15,2301,1830190,65853422,35.8,36.2,35.7,36.0,-0.25,1130,-87000,24000,34,-26
2012-05-16,2301,4370188,154824944,36.0,36.0,35.15,35.15,-0.85,2106,-502338,-166000,-2,32
2012-05-17,2301,4551077,164688538,35.6,36.55,35.25,36.55,1.4,2090,2780000,0,-186,-58
2012-05-18,2301,5561907,198135788,35.8,36.1,35.35,35.5,-1.05,2522,1421000,-2606000,39,-43
2012-05-21,2301,4480051,159285104,36.0,36.1,35.3,35.5,0.0,1576,2250000,0,66,0
2012-05-22,2301,3182633,112746995,35.8,35.9,35.2,35.35,-0.15,1601,-1188933,0,181,57
2012-05-23,2301,5529334,191410464,34.95,34.95,34.35,34.5,-0.85,2131,1033105,-1780000,63,-110
2012-05-24,2301,8395640,285818110,34.5,34.5,33.8,34.0,-0.5,2247,2309000,0,297,-640
2012-05-25,2301,5820963,197906742,34.5,34.5,33.8,34.05,0.05,1735,962530,-197000,180,512
2012-05-28,2301,2784048,95805211,34.5,34.6,34.1,34.6,0.55,652,122000,0,-42,5
2012-05-29,2301,3696430,130954855,35.0,36.0,34.7,36.0,1.4,1514,1999000,3000,-598,86
2012-05-30,2301,11495572,424513974,36.0,38.05,35.3,37.6,1.6,4077,4656548,-11576,-299,-216
2012-05-31,2301,12450051,468258488,37.05,38.2,36.55,38.2,0.6,4454,4306360,-20000,-343,-63
2012-06-01,2301,5199606,192953093,37.5,37.6,36.65,36.65,-1.55,2250,-2116896,182000,357,253
2012-06-04,2301,2835710,102035811,35.6,36.3,35.6,35.95,-0.7,1557,592454,11000,-113,33
2012-06-05,2301,1838504,66480585,36.5,36.8,35.7,35.8,-0.15,1022,-311740,10000,132,19
2012-06-06,2301,1605417,57998962,36.05,36.45,35.8,36.0,0.2,916,8600,-54000,-42,5
2012-06-07,2301,2532100,92302692,36.3,36.8,36.1,36.65,0.65,1408,430027,0,-55,-22
2012-06-08,2301,1645380,59225899,36.3,36.45,35.85,35.95,-0.7,1123,-360102,82000,93,66
2012-06-11,2301,2918117,107257431,36.5,37.15,36.4,36.9,0.95,1571,936208,28000,-194,12
2012-06-12,2301,2456000,89219750,36.3,36.5,36.0,36.5,-0.4,1195,-425000,88000,25,3
2012-06-13,2301,2293273,83354388,36.4,36.8,36.05,36.6,0.1,1216,48856,6000,69,8
2012-06-14,2301,2093195,76435159,36.6,36.8,36.25,36.5,-0.1,839,311945,-12000,-1,-6
