date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,Foreign_Investor_diff,Investment_Trust_diff,Margin_Purchase_diff,Short_Sale_diff
2012-05-02,2425,197428,4896252,24.6,25.2,24.3,25.2,0.2,121,9000,0,0,0
2012-05-03,2425,114172,2798112,24.75,24.95,24.3,24.7,-0.5,61,6000,0,0,0
2012-05-04,2425,155054,3875886,24.6,25.3,24.6,24.8,0.1,89,44000,0,0,0
2012-05-07,2425,76250,1855123,24.3,24.6,24.1,24.6,-0.2,48,13000,0,0,0
2012-05-08,2425,56387,1390991,24.6,25.0,24.3,24.65,0.05,44,19000,0,0,0
2012-05-09,2425,127289,3173175,24.3,25.2,24.3,25.1,0.45,71,42000,0,-1,0
2012-05-10,2425,77875,1941237,25.15,25.2,24.7,24.7,-0.4,53,-8000,0,0,0
2012-05-11,2425,102416,2542832,25.0,25.5,24.55,24.6,-0.1,61,-22000,0,0,0
2012-05-14,2425,293720,6832636,24.7,25.0,22.9,22.9,-1.7,116,-13000,0,0,0
2012-05-15,2425,493283,10904879,21.3,24.0,21.3,24.0,1.1,214,-1000,0,-1,0
2012-05-16,2425,203499,4888323,23.7,25.2,23.4,25.2,1.2,120,-27000,0,0,0
2012-05-17,2425,354836,8890891,25.15,25.2,24.7,25.2,0.0,155,-11000,0,0,0
2012-05-18,2425,529663,13650728,25.2,26.45,25.2,25.95,0.75,226,-19000,0,-7,0
2012-05-21,2425,257717,6737758,26.0,26.45,25.9,26.25,0.3,142,9000,0,0,0
2012-05-22,2425,426783,11544160,26.4,27.5,26.4,27.25,1.0,166,15000,0,0,0
2012-05-23,2425,292873,7953454,27.8,27.8,26.85,26.85,-0.4,118,-17000,0,0,0
2012-05-24,2425,617793,17125309,26.85,28.3,26.85,28.05,1.2,240,5000,0,0,0
2012-05-25,2425,485167,13723695,28.05,28.5,28.05,28.45,0.4,252,-64000,0,-1,0
2012-05-28,2425,412525,11718211,28.35,28.9,27.5,28.9,0.45,133,-146000,0,0,0
2012-05-29,2425,1108405,33071791,28.5,30.2,28.5,30.0,1.1,351,-46000,0,0,0
2012-05-30,2425,647365,19592668,30.5,30.7,30.0,30.5,0.5,442,5072,0,0,0
2012-05-31,2425,379449,11419020,30.45,30.5,29.95,30.15,-0.35,165,3000,0,0,0
2012-06-01,2425,350598,10383253,30.15,30.15,29.0,29.85,-0.3,196,-13384,0,0,0
2012-06-04,2425,278547,8055113,28.1,29.3,28.1,29.2,-0.65,138,-9144,0,0,0
2012-06-05,2425,436760,13119913,29.2,30.5,29.2,30.1,0.9,173,14000,0,0,0
2012-06-06,2425,708652,21825648,30.1,31.0,30.0,31.0,0.9,338,26000,0,0,0
2012-06-07,2425,422345,13310781,31.0,31.95,31.0,31.5,0.5,219,-11000,0,0,0
2012-06-08,2425,424384,13438240,31.2,31.95,31.2,31.7,0.2,188,15000,0,0,0
2012-06-11,2425,561597,17993421,31.7,32.4,31.7,31.95,0.25,208,53000,0,-2,0
2012-06-12,2425,425000,13327800,31.95,31.95,30.7,31.6,-0.35,141,-55000,0,0,0
2012-06-13,2425,460873,14277175,31.5,31.95,30.5,31.0,-0.6,179,187616,0,0,0
