date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,Foreign_Investor_diff,Investment_Trust_diff,Margin_Purchase_diff,Short_Sale_diff
2012-05-02,9911,1121025,18053203,15.9,16.4,15.9,16.35,0.45,389,158000,6000,156,1
2012-05-03,9911,368866,5991510,16.35,16.4,16.15,16.15,-0.2,160,38000,0,10,-1
2012-05-04,9911,443273,7263434,16.15,16.45,16.15,16.45,0.3,198,71000,-1000,42,-4
2012-05-07,9911,463250,7482324,16.2,16.3,16.05,16.2,-0.25,146,-26000,0,14,1
2012-05-08,9911,182996,2970178,16.25,16.3,16.15,16.15,-0.05,114,12000,0,-20,0
2012-05-09,9911,348186,5583551,16.0,16.15,15.95,16.0,-0.15,136,-13000,0,-91,2
2012-05-10,9911,233102,3714355,15.9,16.05,15.9,15.9,-0.1,120,40000,0,-29,0
2012-05-11,9911,352599,5548283,15.9,15.95,15.7,15.75,-0.15,139,-8000,0,-12,1
2012-05-14,9911,315682,4893982,15.85,15.85,15.1,15.45,-0.3,142,-10000,0,-109,0
2012-05-15,9911,380971,5845046,15.1,15.45,15.1,15.35,-0.1,155,35000,5000,-31,1
2012-05-16,9911,586873,8918483,15.2,15.45,15.05,15.25,-0.1,229,16000,-125000,46,0
2012-05-17,9911,571605,8864203,15.4,15.8,15.2,15.6,0.35,270,48000,0,69,-2
2012-05-18,9911,1193551,17911265,15.5,15.5,14.9,14.95,-0.65,460,-28000,-80000,-23,2
2012-05-21,9911,371367,5562568,15.0,15.2,14.9,14.95,0.0,162,27000,0,-102,0
2012-05-22,9911,354399,5319635,15.1,15.1,14.95,15.0,0.05,153,29000,0,-25,0
2012-05-23,9911,411795,6118040,15.0,15.0,14.8,14.9,-0.1,149,-42000,-1000,37,0
2012-05-24,9911,593658,8722303,14.9,14.95,14.5,14.6,-0.3,222,54000,0,-122,0
2012-05-25,9911,538430,7724774,14.6,14.65,14.15,14.15,-0.45,215,5000,0,-174,0
2012-05-28,9911,694342,9803501,14.15,14.25,14.05,14.15,0.0,234,5000,0,-297,0
2012-05-29,9911,772702,11467130,14.3,15.1,14.3,15.0,0.85,336,56000,0,23,-3
2012-05-30,9911,509516,7562209,15.0,15.0,14.75,14.85,-0.15,176,-34000,0,-140,0
2012-05-31,9911,456182,6735047,14.6,15.05,14.45,15.05,0.2,178,34000,0,25,-1
2012-06-01,9911,639463,9501847,15.0,15.0,14.7,14.7,-0.35,177,-59724,0,18,0
2012-06-04,9911,980970,13784630,14.4,14.5,13.7,14.0,-0.7,301,15000,2000,-425,3
2012-06-05,9911,1150137,17055426,14.2,14.95,14.2,14.8,0.8,429,83000,1000,115,-20
2012-06-06,9911,313992,4666425,15.0,15.0,14.75,14.8,0.0,154,4000,0,-21,0
2012-06-07,9911,247337,3685531,14.95,15.0,14.8,14.8,0.0,129,36000,0,-52,5
2012-06-08,9911,689011,10335315,14.8,15.15,14.8,14.95,0.15,298,27000,0,49,-1
2012-06-11,9911,1041526,15905242,15.0,15.45,15.0,15.3,0.35,400,62000,0,335,-4
2012-06-12,9911,270000,4056600,15.0,15.1,14.95,15.0,-0.3,133,-35000,0,2,2
2012-06-13,9911,260670,3926500,15.0,15.2,15.0,15.0,0.0,138,26000,-19000,-54,0
2012-06-14,9911,244621,3674415,15.15,15.15,14.9,15.0,0.0,125,29000,-17000,-11,1
2012-06-15,9911,250385,3778792,15.0,15.2,15.0,15.15,0.15,107,52000,0,-27,0
2012-06-18,9911,647625,9980908,15.5,15.55,15.3,15.4,0.25,275,64000,0,23,0
2012-06-19,9911,190804,2915476,15.35,15.4,15.2,15.3,-0.1,99,11000,0,-1,0
2012-06-20,9911,187972,2880013,15.35,15.4,15.25,15.3,0.0,105,30000,0,-88,2
2012-06-21,9911,612497,9222055,15.3,15.3,14.95,15.05,-0.25,226,29000,0,-135,2
2012-06-22,9911,325390,4938265,15.05,15.3,15.0,15.25,0.2,137,15000,0,82,1
2012-06-25,9911,237417,3590314,15.05,15.2,15.05,15.05,-0.2,125,24000,-3000,-74,2
2012-06-26,9911,324491,4870365,15.0,15.1,14.95,15.0,-0.05,146,-1000,-1000,-46,0
2012-06-27,9911,359875,5442825,15.1,15.2,15.05,15.1,0.1,155,59000,0,44,2
2012-06-28,9911,617733,9344221,15.15,15.25,15.0,15.05,-0.05,177,41246,-1000,-139,0
2012-06-29,9911,501402,7606836,15.2,15.25,15.15,15.2,0.15,207,110245,0,-194,0
2012-07-02,9911,1454849,22226643,15.25,15.35,15.2,15.3,0.1,476,106000,-1000,-328,0
2012-07-03,9911,1012200,15004525,14.7,14.95,14.7,14.85,0.0,396,43000,1000,83,-2
2012-07-04,9911,589360,8833550,14.9,15.1,14.9,15.0,0.15,238,23000,0,244,0
2012-07-05,9911,588011,8858815,15.1,15.15,15.0,15.05,0.05,184,13000,-1000,27,0
2012-07-06,9911,675595,10217975,15.05,15.3,14.95,14.95,-0.1,249,-44000,0,77,-15
2012-07-09,9911,268908,4025947,14.95,15.05,14.9,14.9,-0.05,144,-12000,0,16,-20
2012-07-10,9911,248185,3716001,14.9,15.1,14.9,14.9,0.0,121,-1000,0,-66,-12
2012-07-11,9911,186425,2784175,14.8,15.0,14.8,14.95,0.05,83,-3000,0,-28,1
2012-07-12,9911,298059,4421622,14.95,15.0,14.75,14.8,-0.15,96,-35000,0,-48,0
2012-07-13,9911,236522,3498096,14.8,14.95,14.7,14.85,0.05,106,-20000,0,27,-1
2012-07-16,9911,304760,4499844,14.8,14.95,14.7,14.7,-0.15,117,-16000,0,-9,44
2012-07-17,9911,240853,3524249,14.6,14.75,14.55,14.6,-0.1,124,11000,-11000,-75,0
